asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B108038,Wireless Mouse,HP,Health,194.35,53.81,272,4.8,437
B108039,Smartwatch,Bose,Toys,182.99,302.45,227,4.5,35
B108040,Camera,Apple,Beauty,228.6,241.75,349,4.2,332
B108041,Headphones,Bose,Toys,59.24,237.49,113,3.1,98
B108042,Smartwatch,LogiTech,Books,199.8,374.19,30,1.7,68
B108043,Wireless Mouse,Bose,Books,13.38,382.6,276,4.4,140
B108044,Bluetooth Speaker,DeLonghi,Clothing,256.66,101.32,362,1.4,493
B108045,Running Shoes,Samsung,Sports,425.49,324.35,214,4.5,711
B108046,Wireless Mouse,HP,Books,280.52,250.22,87,4.1,266
B108047,Coffee Maker,DeLonghi,Home Appliances,307.79,166.49,436,4.2,7
B108048,Camera,Nike,Sports,24.98,267.92,292,2.5,414
B108049,Camera,Apple,Health,431.16,382.61,22,1.3,573
B108050,Camera,Apple,Beauty,198.65,209.17,385,3.9,139
B108051,Laptop,Nike,Health,487.68,376.33,21,4.9,906
B108052,Laptop,Bose,Toys,69.03,258.94,176,4.4,400
B108053,Smartphone,DeLonghi,Sports,472.89,195.75,491,4.4,410
B108054,Fitness Tracker,HP,Electronics,320.8,259.45,467,3.5,844
B108055,Running Shoes,HP,Sports,35.65,243.0,456,1.5,995
B108056,Smartwatch,Nike,Books,486.13,171.57,261,4.5,908
B108057,Headphones,Apple,Beauty,16.8,227.17,376,1.9,872
B108058,Wireless Mouse,Nike,Home Appliances,368.04,282.78,168,2.1,853
B108059,Fitness Tracker,LogiTech,Toys,445.87,336.35,221,4.0,109
B108060,Headphones,LogiTech,Toys,96.15,125.21,82,3.9,171
B108061,Smartwatch,LogiTech,Books,178.25,10.79,477,1.3,569
B108062,Fitness Tracker,Sony,Books,285.0,222.73,79,2.0,855
B108063,Headphones,Samsung,Books,343.11,198.27,498,4.3,413
B108064,Bluetooth Speaker,Canon,Electronics,437.22,26.41,301,4.8,908
B108065,Laptop,Adidas,Home Appliances,382.92,254.84,159,2.1,7
B108066,Smartwatch,Sony,Electronics,188.03,376.85,143,4.0,964
B108067,Running Shoes,HP,Books,412.64,163.88,314,3.0,362
B108068,Coffee Maker,Bose,Home Appliances,483.38,358.27,437,2.5,375
B108069,Bluetooth Speaker,Apple,Health,121.22,326.18,45,4.6,575
B108070,Laptop,Bose,Health,46.31,68.88,451,3.2,819
B108071,Camera,Nike,Books,219.04,315.98,236,3.8,901
B108072,Laptop,Apple,Home Appliances,441.88,209.1,492,3.4,326
B108073,Fitness Tracker,Adidas,Beauty,83.64,367.86,170,3.6,949
B108074,Smartphone,Adidas,Toys,444.04,79.82,225,3.1,277
B108075,Bluetooth Speaker,DeLonghi,Electronics,496.18,54.39,408,3.1,190
B108076,Camera,Bose,Clothing,36.46,100.31,294,4.4,503
B108077,Fitness Tracker,Canon,Books,252.68,28.55,307,2.2,733
B108078,Smartwatch,Adidas,Books,171.15,131.43,280,3.9,78
B108079,Running Shoes,Samsung,Sports,202.9,116.79,461,2.1,548
B108080,Laptop,DeLonghi,Clothing,231.3,169.4,91,1.3,951
B108081,Smartwatch,Canon,Beauty,372.45,187.88,417,4.6,936
B108082,Camera,Apple,Toys,299.74,62.16,147,2.6,699
B108083,Fitness Tracker,Bose,Books,480.99,249.65,281,3.7,659
B108084,Smartphone,Bose,Beauty,173.05,93.31,70,4.0,94
B108085,Laptop,Canon,Electronics,275.34,53.16,481,4.2,626
B108086,Running Shoes,Canon,Toys,408.53,284.98,473,1.9,452
B108087,Smartphone,Adidas,Books,192.78,13.98,471,3.6,684
B108088,Headphones,Apple,Electronics,238.0,150.5,49,4.0,633
B108089,Fitness Tracker,DeLonghi,Sports,345.64,62.04,17,1.5,313
B108090,Smartwatch,Samsung,Sports,431.76,353.7,149,1.6,203
B108091,Laptop,HP,Health,213.68,330.66,43,2.5,676
B108092,Laptop,HP,Electronics,270.66,28.91,212,2.2,221
B108093,Camera,Sony,Toys,487.81,222.43,204,4.2,934
B108094,Running Shoes,Samsung,Electronics,30.81,121.67,205,3.6,770
B108095,Coffee Maker,Apple,Clothing,229.63,81.06,338,3.0,588
B108096,Headphones,Apple,Electronics,321.63,128.06,406,1.4,586
B108097,Smartphone,DeLonghi,Sports,14.13,327.28,63,1.5,969
B108098,Bluetooth Speaker,Bose,Sports,302.43,27.85,24,3.1,733
B108099,Bluetooth Speaker,Sony,Sports,37.54,261.05,33,4.5,200
B108100,Laptop,DeLonghi,Clothing,430.2,365.78,451,4.1,221
B108101,Camera,Sony,Books,405.47,181.98,209,4.5,604
B108102,Wireless Mouse,Bose,Health,25.81,361.1,487,3.3,549
B108103,Laptop,Nike,Clothing,33.91,363.19,480,1.9,429
B108104,Bluetooth Speaker,Sony,Books,379.27,245.79,273,1.1,233
B108105,Bluetooth Speaker,DeLonghi,Clothing,191.08,185.06,176,4.8,120
B108106,Headphones,Nike,Home Appliances,291.76,296.38,44,2.9,560
B108107,Smartwatch,Canon,Books,142.46,366.91,153,4.4,33
B108108,Wireless Mouse,Samsung,Toys,94.75,273.61,456,3.9,665
B108109,Laptop,Adidas,Toys,155.08,87.79,363,4.3,129
B108110,Headphones,DeLonghi,Health,130.89,328.92,355,1.8,378
B108111,Camera,Canon,Beauty,229.67,380.86,188,3.7,567
B108112,Headphones,HP,Sports,375.87,167.06,285,3.9,611
B108113,Laptop,HP,Clothing,281.52,280.55,12,3.2,134
B108114,Fitness Tracker,Apple,Electronics,308.5,209.68,356,4.3,883
B108115,Coffee Maker,DeLonghi,Sports,240.34,49.24,383,5.0,35
B108116,Laptop,LogiTech,Health,169.12,143.19,137,1.0,167
B108117,Running Shoes,Adidas,Electronics,80.32,69.71,474,2.8,205
B108118,Bluetooth Speaker,LogiTech,Clothing,183.74,271.06,86,4.0,474
B108119,Wireless Mouse,Samsung,Sports,335.95,234.93,53,3.9,793
B108120,Wireless Mouse,Apple,Sports,369.55,18.25,61,2.9,595
B108121,Smartwatch,Adidas,Beauty,239.9,29.33,415,4.4,994
B108122,Coffee Maker,Nike,Beauty,326.05,108.01,113,3.7,74
B108123,Running Shoes,Sony,Toys,113.17,299.22,304,3.2,89
B108124,Bluetooth Speaker,Adidas,Electronics,431.43,55.1,108,2.1,632
B108125,Wireless Mouse,Bose,Home Appliances,434.31,85.89,478,2.5,610
B108126,Running Shoes,Nike,Home Appliances,166.96,363.51,335,5.0,324
B108127,Headphones,Sony,Sports,278.38,220.72,303,4.6,271
B108128,Smartwatch,Samsung,Beauty,307.26,250.24,417,3.8,74
B108129,Laptop,HP,Clothing,241.49,185.03,67,4.4,864
B108130,Laptop,Sony,Sports,456.46,123.41,482,1.5,136
B108131,Fitness Tracker,Bose,Health,372.46,103.41,320,2.1,917
B108132,Bluetooth Speaker,Apple,Toys,339.53,237.74,122,4.5,260
B108133,Running Shoes,Sony,Beauty,264.85,191.04,254,2.9,211
B108134,Smartphone,Adidas,Health,51.58,164.2,401,3.4,887
B108135,Wireless Mouse,Adidas,Electronics,62.83,279.28,300,4.5,554
B108136,Camera,Apple,Health,156.51,164.64,5,2.6,609
B108137,Camera,Adidas,Beauty,113.65,19.51,350,2.9,797
B108138,Laptop,Samsung,Sports,476.74,336.67,446,1.4,585
B108139,Smartphone,Bose,Health,210.81,130.77,235,5.0,639
B108140,Camera,DeLonghi,Clothing,439.54,378.83,499,4.9,484
B108141,Coffee Maker,DeLonghi,Home Appliances,410.86,352.43,447,2.2,543
B108142,Coffee Maker,HP,Electronics,408.16,97.4,335,4.4,215
B108143,Bluetooth Speaker,Canon,Sports,115.7,386.36,39,3.9,784
B108144,Smartphone,Samsung,Electronics,229.19,342.16,200,1.6,363
B108145,Coffee Maker,Canon,Beauty,165.8,394.08,170,1.1,66
B108146,Coffee Maker,DeLonghi,Toys,485.5,272.79,358,1.1,230
B108147,Laptop,Sony,Health,439.6,372.64,348,1.3,382
B108148,Camera,Sony,Home Appliances,132.46,277.59,21,3.5,234
B108149,Bluetooth Speaker,Sony,Clothing,163.62,342.76,175,3.0,153
B108150,Running Shoes,Adidas,Electronics,269.17,246.12,74,5.0,11
B108151,Headphones,Adidas,Home Appliances,146.52,372.02,284,2.1,36
B108152,Wireless Mouse,LogiTech,Health,414.02,209.64,149,3.9,681
B108153,Wireless Mouse,Sony,Sports,411.42,295.94,113,2.5,312
B108154,Smartwatch,Sony,Beauty,364.93,367.2,284,1.4,11
B108155,Headphones,Nike,Clothing,347.76,171.84,86,4.5,173
B108156,Headphones,Apple,Clothing,278.18,15.43,102,2.6,224
B108157,Wireless Mouse,DeLonghi,Books,180.09,49.65,19,4.7,154
B108158,Wireless Mouse,Adidas,Electronics,420.1,388.91,63,4.7,845
B108159,Running Shoes,Bose,Beauty,430.83,349.92,116,4.3,518
B108160,Smartphone,Adidas,Home Appliances,34.26,195.95,180,1.1,235
B108161,Smartphone,Bose,Electronics,205.32,384.56,38,4.9,37
B108162,Running Shoes,LogiTech,Sports,23.05,78.31,302,1.5,943
B108163,Camera,Bose,Sports,421.34,48.83,408,4.7,297
B108164,Headphones,Adidas,Beauty,96.78,242.57,92,3.4,243
B108165,Fitness Tracker,HP,Health,340.19,155.94,173,2.5,122
B108166,Headphones,Adidas,Clothing,185.11,139.21,205,3.9,491
B108167,Smartwatch,Samsung,Beauty,409.87,294.99,9,3.0,666
B108168,Wireless Mouse,HP,Clothing,259.75,64.26,9,4.2,905
B108169,Headphones,Sony,Home Appliances,168.96,312.49,21,3.1,297
B108170,Wireless Mouse,DeLonghi,Toys,168.7,146.98,24,2.5,757
B108171,Headphones,Bose,Electronics,170.19,394.76,95,2.4,953
B108172,Smartwatch,Adidas,Electronics,396.4,324.45,192,2.4,874
B108173,Camera,Adidas,Sports,358.45,260.26,349,2.9,40
B108174,Fitness Tracker,Bose,Electronics,166.41,95.63,296,1.4,264
B108175,Coffee Maker,Canon,Home Appliances,250.2,382.79,458,3.6,107
B108176,Running Shoes,DeLonghi,Books,47.32,18.0,180,2.4,225
B108177,Running Shoes,Nike,Beauty,415.48,93.22,388,3.2,173
B108178,Fitness Tracker,Apple,Clothing,140.32,19.53,131,3.1,104
B108179,Headphones,Sony,Sports,445.72,386.77,397,4.4,860
B108180,Coffee Maker,HP,Beauty,302.43,349.22,21,4.4,337
B108181,Smartwatch,Adidas,Clothing,288.23,381.08,8,5.0,693
B108182,Smartphone,LogiTech,Clothing,89.73,287.44,376,2.0,604
B108183,Headphones,DeLonghi,Clothing,44.07,15.83,201,1.1,630
B108184,Camera,Bose,Books,280.78,372.94,366,2.7,989
B108185,Wireless Mouse,Adidas,Beauty,239.31,171.28,385,4.6,120
B108186,Bluetooth Speaker,HP,Electronics,68.64,150.44,14,3.4,186
B108187,Headphones,LogiTech,Toys,419.44,117.23,332,2.5,780
B108188,Bluetooth Speaker,Apple,Clothing,214.45,118.29,36,4.1,853
B108189,Headphones,Apple,Home Appliances,137.62,321.25,406,3.8,527
B108190,Fitness Tracker,HP,Clothing,396.25,106.27,373,3.9,940
B108191,Bluetooth Speaker,DeLonghi,Clothing,457.4,92.75,164,3.1,543
B108192,Headphones,LogiTech,Beauty,159.92,280.72,45,3.1,423
B108193,Running Shoes,Bose,Electronics,390.22,118.55,144,3.2,345
B108194,Bluetooth Speaker,LogiTech,Health,329.73,10.19,11,3.2,94
B108195,Headphones,Samsung,Home Appliances,494.97,373.05,323,1.8,939
B108196,Smartphone,Bose,Electronics,109.96,128.86,354,2.0,978
B108197,Wireless Mouse,Sony,Clothing,480.73,306.93,409,2.5,105
B108198,Smartphone,Nike,Beauty,164.48,190.25,346,4.4,885
B108199,Coffee Maker,Sony,Health,211.86,57.96,451,2.8,993
B108200,Headphones,Nike,Electronics,185.82,266.46,212,4.7,686
B108201,Laptop,Sony,Electronics,141.54,96.47,415,4.2,880
B108202,Camera,LogiTech,Sports,349.68,118.73,113,4.4,507
B108203,Smartphone,DeLonghi,Books,298.68,17.8,449,1.5,325
B108204,Bluetooth Speaker,HP,Health,159.79,11.48,346,1.6,955
B108205,Fitness Tracker,Adidas,Toys,74.78,207.88,345,1.9,290
B108206,Camera,Nike,Health,165.51,27.83,11,3.7,330
B108207,Laptop,Adidas,Books,196.8,87.72,336,2.9,443
B108208,Smartwatch,Samsung,Books,196.52,369.9,340,1.7,548
B108209,Headphones,Samsung,Home Appliances,185.06,37.73,362,4.0,533
B108210,Fitness Tracker,Adidas,Sports,33.87,119.86,372,3.1,908
B108211,Headphones,Samsung,Sports,237.38,291.98,166,3.9,911
B108212,Coffee Maker,Bose,Electronics,419.74,354.31,258,4.6,729
B108213,Laptop,Adidas,Books,98.38,23.25,54,4.7,597
B108214,Headphones,Samsung,Health,81.37,78.25,93,2.2,315
B108215,Bluetooth Speaker,Nike,Toys,241.21,158.21,263,1.6,41
B108216,Coffee Maker,DeLonghi,Home Appliances,191.6,147.59,433,2.7,652
B108217,Running Shoes,Samsung,Health,285.03,118.97,296,1.3,726
B108218,Smartwatch,Adidas,Sports,474.07,100.71,45,1.2,958
B108219,Laptop,Nike,Electronics,382.83,111.12,438,4.9,671
B108220,Wireless Mouse,Adidas,Toys,346.66,57.7,217,4.9,278
B108221,Fitness Tracker,Apple,Books,213.81,69.51,189,2.4,682
B108222,Smartphone,LogiTech,Beauty,150.81,244.67,388,4.3,159
B108223,Headphones,LogiTech,Beauty,274.73,120.42,107,1.9,239
B108224,Fitness Tracker,LogiTech,Health,443.87,162.88,290,2.7,869
B108225,Fitness Tracker,Sony,Toys,439.6,167.73,473,3.9,155
B108226,Wireless Mouse,Bose,Beauty,228.3,48.35,8,3.2,928
B108227,Wireless Mouse,Adidas,Sports,130.65,328.7,32,4.3,743
B108228,Coffee Maker,Bose,Beauty,120.42,382.76,402,4.9,409
B108229,Laptop,Adidas,Home Appliances,26.65,109.1,168,1.0,221
B108230,Bluetooth Speaker,Apple,Health,422.91,121.29,331,4.7,336
B108231,Smartwatch,Samsung,Beauty,139.77,278.8,440,2.7,681
B108232,Wireless Mouse,Sony,Books,185.91,36.83,37,2.6,284
B108233,Wireless Mouse,DeLonghi,Home Appliances,406.52,363.39,231,1.0,385
B108234,Smartphone,Adidas,Clothing,68.81,52.63,183,4.3,754
B108235,Running Shoes,Nike,Beauty,236.0,294.16,292,4.0,357
B108236,Wireless Mouse,Samsung,Beauty,69.95,120.15,246,4.6,673
B108237,Running Shoes,HP,Toys,226.51,132.69,10,1.7,625
B108238,Coffee Maker,HP,Beauty,33.1,60.63,70,1.9,877
B108239,Bluetooth Speaker,DeLonghi,Beauty,263.64,260.3,237,2.2,421
B108240,Fitness Tracker,Nike,Toys,399.9,319.02,464,3.1,267
B108241,Wireless Mouse,LogiTech,Electronics,341.39,380.35,118,2.4,947
B108242,Headphones,Sony,Books,259.49,135.96,217,2.2,916
B108243,Running Shoes,Bose,Toys,416.09,250.37,191,1.7,90
B108244,Smartphone,Canon,Sports,121.62,168.92,418,1.6,295
B108245,Smartwatch,Canon,Clothing,417.09,225.35,351,2.9,962
B108246,Smartphone,Sony,Sports,145.42,69.36,239,2.8,356
B108247,Wireless Mouse,Samsung,Home Appliances,187.62,234.79,328,4.1,944
B108248,Laptop,Apple,Clothing,72.93,340.39,401,4.3,921
B108249,Fitness Tracker,Samsung,Beauty,59.86,346.14,379,3.8,307
B108250,Bluetooth Speaker,HP,Clothing,466.73,195.94,317,4.3,317
B108251,Headphones,Bose,Sports,103.09,98.12,206,1.4,836
B108252,Laptop,HP,Beauty,173.32,335.49,222,2.8,877
B108253,Smartphone,Adidas,Toys,269.28,399.77,146,2.1,316
B108254,Running Shoes,HP,Sports,180.45,153.98,189,2.0,851
B108255,Running Shoes,Canon,Books,436.37,370.13,238,3.9,301
B108256,Laptop,Canon,Home Appliances,451.35,393.47,292,4.3,232
B108257,Running Shoes,Bose,Health,169.74,161.27,469,1.5,583
B108258,Smartphone,HP,Clothing,55.09,287.93,437,1.5,618
B108259,Laptop,Sony,Beauty,112.98,234.53,223,3.6,987
B108260,Smartphone,Sony,Books,242.45,290.27,246,1.6,412
B108261,Headphones,DeLonghi,Toys,151.36,65.89,247,4.1,49
B108262,Fitness Tracker,Apple,Toys,232.2,149.85,417,4.3,360
B108263,Smartwatch,Bose,Sports,381.76,29.81,407,3.1,513
B108264,Headphones,HP,Electronics,216.11,247.22,448,4.6,959
B108265,Headphones,Bose,Clothing,106.53,371.05,38,1.1,501
B108266,Running Shoes,Samsung,Clothing,185.4,226.31,453,1.9,65
B108267,Wireless Mouse,LogiTech,Electronics,374.06,32.78,207,4.1,485
B108268,Camera,Nike,Toys,217.79,372.5,414,4.8,869
B108269,Running Shoes,Samsung,Toys,132.27,57.52,400,4.8,682
B108270,Wireless Mouse,Samsung,Health,219.43,353.76,438,1.0,214
B108271,Smartphone,HP,Health,232.86,287.12,187,3.5,137
B108272,Camera,LogiTech,Clothing,155.22,256.37,360,1.1,876
B108273,Running Shoes,Sony,Health,497.89,236.8,477,3.8,692
B108274,Camera,Sony,Health,386.14,56.8,92,4.1,859
B108275,Camera,Samsung,Beauty,349.3,202.83,6,4.4,722
B108276,Coffee Maker,Apple,Home Appliances,428.88,82.69,133,3.1,795
B108277,Fitness Tracker,Sony,Clothing,336.55,230.85,486,4.4,383
B108278,Coffee Maker,Adidas,Toys,397.58,181.7,473,4.7,478
B108279,Wireless Mouse,Samsung,Beauty,212.14,273.47,92,3.1,1
B108280,Bluetooth Speaker,Nike,Toys,255.18,393.09,1,3.1,668
B108281,Laptop,LogiTech,Health,33.03,147.6,270,3.0,819
B108282,Smartwatch,DeLonghi,Home Appliances,147.52,248.6,83,3.0,508
B108283,Bluetooth Speaker,Canon,Health,190.33,346.44,287,4.1,141
B108284,Laptop,Bose,Health,316.48,41.71,179,1.3,27
B108285,Wireless Mouse,Samsung,Books,237.46,321.1,377,2.8,256
B108286,Wireless Mouse,Sony,Books,307.84,99.57,335,3.1,954
B108287,Smartphone,Bose,Home Appliances,359.53,218.41,147,1.9,811
B108288,Smartwatch,Nike,Home Appliances,30.93,396.64,102,3.2,759
B108289,Fitness Tracker,HP,Books,136.56,393.7,288,2.8,847
B108290,Camera,Canon,Books,93.74,129.74,313,4.0,996
B108291,Coffee Maker,Apple,Books,101.85,57.05,31,2.4,84
B108292,Coffee Maker,DeLonghi,Books,256.53,375.58,314,4.8,242
B108293,Wireless Mouse,HP,Clothing,372.59,357.94,485,2.7,205
B108294,Coffee Maker,Nike,Clothing,143.66,248.33,154,3.5,938
B108295,Wireless Mouse,Sony,Health,413.98,17.8,48,1.9,784
B108296,Camera,Adidas,Sports,447.3,301.76,379,3.8,437
B108297,Wireless Mouse,LogiTech,Health,181.76,68.54,41,3.1,270
B108298,Smartphone,HP,Home Appliances,343.86,377.49,153,2.4,559
B108299,Fitness Tracker,HP,Electronics,67.35,176.87,431,2.4,478
B108300,Headphones,DeLonghi,Sports,374.57,247.97,182,2.5,557
B108301,Running Shoes,LogiTech,Electronics,90.86,116.03,232,2.7,176
B108302,Fitness Tracker,Nike,Electronics,346.83,192.65,121,2.0,419
B108303,Fitness Tracker,Bose,Toys,216.73,303.08,185,2.1,781
B108304,Bluetooth Speaker,Bose,Beauty,464.94,199.35,456,4.8,739
B108305,Smartwatch,LogiTech,Home Appliances,237.59,339.64,317,2.2,474
B108306,Smartwatch,Apple,Clothing,25.14,286.65,388,3.5,386
B108307,Laptop,Samsung,Sports,245.53,35.56,415,2.4,867
B108308,Running Shoes,Apple,Health,399.79,244.7,120,4.2,253
B108309,Camera,Apple,Home Appliances,327.07,246.98,352,3.8,245
B108310,Headphones,HP,Books,483.49,155.45,226,2.3,389
B108311,Headphones,HP,Home Appliances,423.2,132.48,112,3.9,381
B108312,Smartwatch,Canon,Electronics,268.01,29.84,195,4.0,474
B108313,Fitness Tracker,Sony,Clothing,111.2,181.23,297,1.6,533
B108314,Smartphone,Nike,Books,11.85,137.96,26,3.3,533
B108315,Laptop,Nike,Home Appliances,490.45,380.67,452,4.2,931
B108316,Wireless Mouse,Canon,Home Appliances,469.78,271.3,194,1.2,735
B108317,Laptop,HP,Clothing,144.33,186.72,19,3.0,346
B108318,Bluetooth Speaker,DeLonghi,Electronics,322.73,303.07,343,4.4,198
B108319,Laptop,DeLonghi,Health,367.33,312.61,25,4.8,230
B108320,Fitness Tracker,Sony,Books,293.23,194.78,47,3.6,433
B108321,Camera,LogiTech,Electronics,423.05,34.92,199,2.3,331
B108322,Fitness Tracker,HP,Clothing,48.13,313.32,264,3.4,335
B108323,Smartwatch,Bose,Home Appliances,449.28,40.66,3,1.1,229
B108324,Camera,Bose,Health,202.09,339.77,471,2.8,708
B108325,Coffee Maker,HP,Sports,245.54,136.99,239,3.9,233
B108326,Camera,Adidas,Sports,227.92,257.11,289,1.1,368
B108327,Laptop,LogiTech,Toys,270.33,297.46,368,3.4,802
B108328,Laptop,Bose,Beauty,303.1,18.9,412,3.4,776
B108329,Laptop,Samsung,Sports,358.07,156.92,22,1.8,156
B108330,Coffee Maker,Apple,Clothing,267.22,243.64,355,3.3,538
B108331,Smartwatch,HP,Beauty,345.54,340.02,354,2.6,952
B108332,Wireless Mouse,Adidas,Clothing,175.77,288.52,30,2.9,735
B108333,Running Shoes,Samsung,Clothing,468.97,358.98,47,2.3,201
B108334,Smartwatch,Apple,Books,41.62,37.68,420,4.2,88
B108335,Laptop,Apple,Toys,277.31,33.37,315,2.5,314
B108336,Smartwatch,Sony,Books,52.82,286.84,270,4.2,169
B108337,Bluetooth Speaker,LogiTech,Health,226.96,162.42,329,1.3,436
B108338,Headphones,HP,Beauty,136.22,195.24,470,2.1,293
B108339,Headphones,Adidas,Sports,469.08,243.7,476,2.6,344
B108340,Running Shoes,Canon,Health,16.41,394.45,361,2.6,899
B108341,Running Shoes,Sony,Beauty,201.69,31.53,270,2.8,362
B108342,Wireless Mouse,DeLonghi,Beauty,393.2,48.01,463,3.6,179
B108343,Bluetooth Speaker,Samsung,Sports,102.35,332.58,440,3.3,507
B108344,Fitness Tracker,Canon,Home Appliances,409.64,13.11,485,3.1,488
B108345,Smartwatch,Samsung,Books,431.27,182.93,152,4.4,299
B108346,Camera,HP,Electronics,356.92,310.78,226,1.8,534
B108347,Camera,Adidas,Health,112.44,82.13,248,4.4,713
B108348,Fitness Tracker,Adidas,Home Appliances,143.3,78.87,305,4.2,325
B108349,Headphones,Apple,Books,91.8,127.55,171,1.8,76
B108350,Fitness Tracker,Canon,Beauty,100.19,64.25,237,3.5,222
B108351,Smartwatch,Adidas,Clothing,27.88,273.03,236,1.9,836
B108352,Bluetooth Speaker,Bose,Toys,430.08,84.05,259,4.8,187
B108353,Laptop,Samsung,Health,268.97,94.61,279,3.0,762
B108354,Coffee Maker,Apple,Books,170.6,232.1,148,1.8,899
B108355,Laptop,HP,Toys,151.89,387.1,109,3.5,642
B108356,Coffee Maker,Adidas,Health,276.9,365.98,143,3.8,477
B108357,Camera,Nike,Toys,170.08,346.48,299,3.4,22
B108358,Running Shoes,HP,Health,433.22,214.71,464,2.0,36
B108359,Smartwatch,Canon,Sports,113.37,122.61,71,3.9,17
B108360,Laptop,Bose,Electronics,442.33,283.78,417,4.7,866
B108361,Fitness Tracker,LogiTech,Health,335.41,158.88,311,4.8,772
B108362,Bluetooth Speaker,DeLonghi,Beauty,478.75,312.27,126,3.7,552
B108363,Bluetooth Speaker,Nike,Books,17.4,11.4,467,4.4,859
B108364,Headphones,Apple,Electronics,38.96,214.17,82,4.9,933
B108365,Bluetooth Speaker,Samsung,Toys,255.44,138.25,41,1.2,942
B108366,Bluetooth Speaker,Canon,Sports,457.07,103.37,402,2.9,890
B108367,Running Shoes,Canon,Health,368.09,266.43,387,2.2,337
B108368,Fitness Tracker,LogiTech,Electronics,314.85,265.06,259,2.9,71
B108369,Camera,Nike,Home Appliances,25.49,19.64,356,4.7,651
B108370,Bluetooth Speaker,Samsung,Toys,183.54,379.34,144,4.9,925
B108371,Camera,DeLonghi,Home Appliances,179.47,147.93,171,4.6,725
B108372,Running Shoes,Sony,Clothing,275.62,367.38,279,1.8,517
B108373,Bluetooth Speaker,Sony,Electronics,136.34,235.57,471,4.2,444
B108374,Smartwatch,Canon,Electronics,140.91,262.77,143,4.3,477
B108375,Headphones,Nike,Electronics,314.22,384.4,457,3.3,455
B108376,Laptop,LogiTech,Clothing,472.84,329.77,127,3.9,118
B108377,Smartwatch,Canon,Beauty,333.49,60.31,58,4.6,447
B108378,Smartphone,Sony,Books,337.38,7.06,168,5.0,366
B108379,Wireless Mouse,Canon,Toys,493.25,126.89,118,1.2,367
B108380,Bluetooth Speaker,Sony,Toys,85.2,197.97,166,2.0,476
B108381,Camera,Nike,Health,26.58,294.2,373,4.7,990
B108382,Wireless Mouse,Nike,Health,375.3,266.11,82,2.3,580
B108383,Coffee Maker,LogiTech,Health,225.01,128.58,358,1.4,906
B108384,Bluetooth Speaker,Apple,Toys,220.12,219.09,134,2.3,957
B108385,Smartphone,Apple,Books,120.4,262.12,364,3.1,888
B108386,Running Shoes,Canon,Beauty,258.36,207.93,485,2.5,912
B108387,Headphones,Canon,Electronics,226.66,277.14,46,4.2,76
B108388,Smartphone,Canon,Electronics,179.27,196.66,262,3.4,275
B108389,Camera,LogiTech,Clothing,226.95,214.23,469,2.7,862
B108390,Running Shoes,HP,Home Appliances,198.08,376.61,123,5.0,921
B108391,Laptop,Canon,Books,470.55,158.72,222,4.5,91
B108392,Running Shoes,Apple,Sports,490.32,303.5,92,4.4,954
B108393,Bluetooth Speaker,Apple,Books,421.55,137.2,404,3.3,664
B108394,Wireless Mouse,Samsung,Clothing,495.3,136.08,19,4.1,367
B108395,Wireless Mouse,Nike,Beauty,140.2,371.04,270,2.3,529
B108396,Camera,HP,Home Appliances,423.03,280.98,65,2.3,492
B108397,Running Shoes,Sony,Home Appliances,209.25,371.94,219,4.6,479
B108398,Smartphone,Apple,Health,375.61,397.86,352,3.4,924
B108399,Camera,DeLonghi,Health,108.68,5.08,157,2.4,322
B108400,Headphones,DeLonghi,Home Appliances,407.86,393.34,415,4.4,546
B108401,Camera,Apple,Electronics,50.9,44.84,153,2.8,101
